reviewer_name,rating,date,review_text
Mangun de jong,4,3 bulan lalu,"Namanya alun alun pasti seru ramai, banyak kuliner pilihan dan yang legend juga ada banyak hiburan. Cuma biasa namanya juga tempat ramai harus pintar2 cari tempat pakir.  "
Chika Rahma,5,sebulan lalu, 1 
Marlen Nuniary,5,5 hari lalu,"BARU Mntp sekali. Bnyk kuliner. Sy dn suami brgkt dr kota malang jm 4 , buru buat ke kebun apel. Tp kymya apel uda pda hbis. 19 juli 2025 hr ini😍😍 …  "
Yunita Nanda isarah,5,sebulan lalu,"Alun-alun hiburan warga Malang juga, kuliner banyak banget. Hawa udah pasti lebih adem, dripada Malang ✌️  "
Amellia Meiko Putri,5,5 bulan lalu,"Alun-alunnya terawat baik, suasananya juga nyaman. Kalau pagi banyak yg olahraga sekitar alun-alun, dan banyak kedai makanan untuk sarapan! MUST TRY : nasi pecel sebelah warung bakso, ketan susu  "
vidya zafira,5,sebulan lalu,"Tempat bersih, nyaman luas.. Tinggal 1 yg belum sempurna toilet... Untuk kedepannya kalau bisa di perbaiki/ dibuat selalu bersih & tidak berbau. Gpp lah bayar asal kebersihan bisa selalu terjaga & membuat nyaman pengunjung. Terimakasih 🙏 Bagus, bersih & nyaman Dalam kebersihan masih sangat minim. Dan kalau bisa di perbaiki untuk kebersihannya."
istiardi channel,4,sebulan lalu,"Rame sekali tiap malam apalagi hari libur, cocok buat keluarga teman dan sahabat,pacar.banyak kuliner di kanan kiri alun2  "
Nafsun Flower,5,3 bulan lalu,"Bersih , ramai pengunjung, tempatnya luas dan banyak stand jajanan😋 Tapi sayang sekali bianglala sudah tidak berfungsi☹️ Malam minggu full niihhh tapi seru😃 next semoga bisa kesini lagi …  "
Alamul Hadi,3,3 bulan lalu,"Alhamdulillah tempatnya bagus dan ramai terus, tpi sayang ada bau pesing dimana2. Kaya tempat terbuang gitu. Padahal pusat kota 🙏🙏🙏 …  "
Sekar Susan,4,6 hari lalu,"BARU makanannya enak, penjualnya ramah"" tidak di ragukan lagi  "
Petualangan Kirana,5,5 bulan lalu,"Bersih, nyaman, terawat, dan seruuu. Bersih tidak pesing. Nana takut anjing."
Sahrul Ahmed,4,2 minggu lalu,"Alun-Alun Kota Batu merupakan salah satu destinasi wisata ikonik yang terletak di pusat Kota Batu, Jawa Timur. Tempat ini menjadi favorit baik bagi wisatawan maupun warga lokal karena menyuguhkan suasana yang nyaman, ramah keluarga, dan memiliki banyak spot menarik. Salah satu daya tarik utama adalah bianglala raksasa yang menjadi ikon alun-alun ini. Dari atas bianglala, pengunjung bisa menikmati panorama Kota Batu yang sejuk dan dikelilingi pegunungan. Tersedia juga area bermain anak, air mancur, dan taman yang tertata rapi, cocok untuk bersantai atau piknik ringan. Fasilitas umum seperti toilet, mushola, dan tempat duduk tersedia dalam kondisi baik dan bersih. Di sekeliling alun-alun, pengunjung bisa menjumpai berbagai pedagang makanan khas Batu seperti ketan susu, jagung bakar, dan aneka jajanan tradisional yang menggugah selera. Kunjungan ke Alun-Alun Kota Batu paling ideal dilakukan pada sore hingga malam hari, saat lampu-lampu mulai menyala dan suasana menjadi lebih hidup dengan pertunjukan musik atau hiburan jalanan. Kesimpulan:  1 "
ruwaidah damayanti,4,2 bulan lalu,"tempatnya selayaknya taman/alun² lah. cuma heran aja bbrp kali kesana mau naik bianglala nya slalu tdk beroperasi😭 untuk toiletnya, maaf banget kurang bersih🙏🏻 ada bbrp cafe juga disana. best view nya alun² batu. tolong dong banyakin tmpt duduk nya atau penataan tempat duduk yg okey."
Lusi Ana,5,sebulan lalu,"Kalau main ke batu wajib ke alun-alun ini,, selain gratis,tempat nya lumayan bersih. Banyak kuliner yang bisa dicoba dari yang tradisional sampai kekinian. Kalau mau naik kereta kelinci atau Dokar juga ada.  "
Fina Agustin,5,3 bulan lalu,Tempat favorit anak kalau k Batu&banyak tempat kuliner&orngtua bisa nongkrong juga di sekitar alun2+tempatx bersih👍 Bersih
kristina amalia,4,3 bulan lalu,"Dekat dengan masjid besar dan akses yg mudah jika ingin wisata kuliner (macam-macam jajanan seperti crepe jumbo, bakso, es krim, aneka makanan barbeque ""korea"", makanan tradisional spt soto rujak gado-gado, tahu campur dll). Juga ada penjual handycraft & bunga potong segar.  "
Riski Fausta,5,2 bulan lalu,"Tempat liburan yang paling murah di kota batu, ada banyak kuliner di sekitaran alun alun mulai dari makanan ringan sampe makanan berat, ada masjid juga yang ada di seberang jalan. Untuk parkir dikenakan biaya 2000, dan toilet juga berbayar.  "
AF Laila,4,3 bulan lalu,Waktu kesana habis hujan jadi tidak banyak akses tempat duduk yg bisa digunakan. Terdapat banyak pasar kuliner yg bisa kalian coba. Dekat dengan masjid Agung. Fasilitas kamar mandi ada yg terpisah buat cewek ataupun cowok  
Tomi Kalaza,5,3 minggu lalu,BARU Ramai terus karena tujuan wisata. Banyak spot kuliner di sekelilingnya. Ada banyak wahana bermain anak juga. Bisa parkir di Masjid Agung Kota Batu kalau ke sini.  
Andi Saputra,5,3 minggu lalu,BARU Wisata murmer... Komplit segala macam ada... Cocok klo mau hunting bakso & bakwan malang harga 10rb an 😁 …  
Wuzz Trans,5,6 bulan lalu,"Ini mah bisa dikunjungi kapan saja pagi siang sore malam,bagus lah tertata untuk yg pengen sekedar melepas penat atau ngajak bocil main boleh lah..  1 "
Septia Nor Cahyani,5,5 bulan lalu,datang saat weekend dengan keluarga. Cukup ramai karena wisata ramah kantong ya… pas datang ramai ramai memang agak terbatas spot buat duduk  
R14 Antoni,5,5 bulan lalu,Recomended buat yang pengen nongkrong nikmati suasana malam di kota batu smbil ngemil street food yang harga nya murah meriah.  
Kristina Dameria,4,7 bulan lalu,"Sudah beberapa kali ke sini dan terbaru 2024 ini dan sudah jauh lebih baik saat ini. Sudah teratur dan lumayan enak di pandang mata. Kesini ya hanya untuk kuliner saja karena paling menarik nya ya kuliner nya. Parkir agak sulit, apalagi kalau lalu lintas nya di jadikan jalan searah, muter nya jauh. Dan palang pembatas jalan nya bikin bingung, karena tidak sesuai dengan arahan map. Tersedia Tersedia Tidak yakin di perbolehkan atau tidak"
Khusnul Khotimah,5,2 bulan lalu,Kesini pagi hari ...naik kuda hanya 50rb...bocil main di playground...yang mau kulineran dijamin variatif banget ....  
Wisnu Wardhana,4,2 minggu lalu,"BARU Perjalanan dari jakarta sampai ke batu, langsung mampir ke alun². Kesan pertama : nyari parkir nya susaaah... sampai keliling wilayah sekitar 2x tetep gak dapet parkir, akhirnya dapet di depan masjid setelah antri dulu 5-10 menit. Alun² nya cukup ceria, dihiasi lampu² cantik, pengunjungnya ramai, sekelilingnya banyak PKL dan resto yg tertata rapi, kelihatannya ini salah satu destinasi wajib para warga dan pelancong  "
Izzul Umami,4,5 bulan lalu,Sekarang alun-alun Batu makin rame sampek sesek lihat parkiran motornya. Padahal dulu 2018 saya sering ke sini bareng temen itu ya rame tapi masih manusiawi lah. Sekarang tambah rame. Ya enak sih mayan buat ngadem tapi buat ibu ibu kayak saya sekarang prefer ke alun-alun Batu pagi aja pas ramenya masih masuk akal. Kalo malam duh rame pol sampek sesek lihatnya.  
Keanu Dzakwan,5,6 bulan lalu,"Menarik, pusat kulinernya sudah tertata, macam varian jajanannya juga banyak & beragam dengan harga yg wajar, tamannya terjaga keindahannya, tapi sayang saat kesana kemarin bianglalanya sedang rusak. Ada hiburan semacam karawitan yang energik, enak didengar & dinikmati para pengunjung bikin suasana makin seru.❤️  "
Tentang Madura92,4,3 bulan lalu,Tempat piknik yang murah meriah fasilitas lengkap makanan unik juga banyak cocok buat keluarga dan anak Taman bermainnya enak cocok buat anak usia 3 sampai 9 tahun tempatnya luas serta bersih terjaga Toiletnya sangat banyak jadi tidak khawatir jika saat antri
Fama Arrazi,4,8 bulan lalu, 
Paula Anindia,4,6 bulan lalu,"Siapa yg ga ke alun2 kota wisata batu klo pas lg liburan ke batu? Meskipun parkirnya susah banget klo weekend, untungnya kang parkirnya baik banget ngasi jalan alternatif ke alun2 meskipun parkirnya jauh, kesini bukan utk jajan ketan ya tp jajan aneka seafood yg trnyata masih fresh dan sausnya enak banget, guritanya kenyal. Trus lanjut makan malem di ayam bakar gubernur, ayamnya empuk dan bumbu bakar meresap sampe ke tulang tp saking ramenya, menunya cuma menu sisa stengah ekor plus nasi utk 2 orang, udah gitu banyak banget pengamennya  "
Dhisar Pranindya Dewa Brata,5,sebulan lalu,"Kalau lagi di Batu, nanggung banget deh kalau nggak mampir ke Alun-Alun Kota Batu. Lokasinya di tengah kota, gampang banget dijangkau, dan selalu rami pengunjung, entah itu warga lokal atau wisatawan kayak kita. Meskipun kadang agak padat, apalagi pas weekend atau musim liburan, Alun-Alun Kota Batu tetep seru kok buat dikunjungi. Cocok banget buat jalan-jalan sore, nongkrong, atau sekadar nyari suasana kota yang ramai. Pokoknya, tempat ini rekomended banget deh buat dikunjungi bareng keluarga atau teman-teman. Ada Agak susah Tidak tahu"
Vina Septiana W,5,5 bulan lalu,Alun alun ini bagus sih buat pendatang untuk istirahat sejenak menikmati taman ditengah-tengah kota batu. Untuk area makanan kecil juga ada dan beragam bagus sih menurutku hanya saja untuk tempat parkir terutama mobil agak susah apalagi kalau pas lagi rame pengunjung  
Paramita Setiarani,5,11 bulan lalu, 1 
Wulan Djofi8,4,9 bulan lalu,"Tersedia banyak tempat parkir. Aq biasa parkir didepan Masjid. Parkir 5 K. Sekarang yang jual jajanan ato makanan 'n minuman jauh lebih banyak. Dulu pernah naik bianglalanya. Kemaren mo naik ternyata sedang dalam perbaikan. Kereta kelinci muter"" kampung per orang 10 K, anak"" 5 K. Kedelai rebus per kg 15 K. Jagung rebus = 5 K. Ada mbah"" penjual strawberry 'n raspberry. Strawberrynya manis asem, raspberrynya ga ada rasa (kurang enak). Harga mika kecil = 15 K, mika besar = 25 K. Bando anak = 25 K. Kemaren coba makan di bakso tulang iga. Nyobain bakso spesial = 24 K. Rasanya enak.  1 "
Veronica Bagoes,5,5 bulan lalu,"Ada bapak pengamen yang sangat humoris di alun2 Batu, beliau ramah, pintar menciptakan lirik lagu yg unik  "
Fia Masfiah,5,3 bulan lalu,Tepatnya berkunjung di Masjid Agung An Nur kota Batu yg bersebrangan dg alun2. Parkiran luas.  
Sigit Aryono,5,sebulan lalu,Berlibur ke Batu Sudah sangat sering ke Batu tapi jarang mampir ke Alun-alun Batu. Bagus. Ramai Ada beberapa permainan anak  
Aishdnm,4,6 bulan lalu,"Bismillah, izin review yaa.. Wisata yg jarang banget sepi apalagi klu musim liburan jangan ditanya makin rame banget. Parkiran untuk mobil agak sulit. Aneka jajan kaki lima dan camilan ada disini. Biang lala nya sudah rusak, semoga segera di perbaiki karena belum sempet coba, meskipun udah beberapa kali kesini. Klu musim hujan wajib siap² payung deh.. Klu waktu pergantian tahun sering ada panggung entah sholawat versi konser mungkin. Toilet umum susah nyarinya. Kurang bervariasi"
HARI “Mr Day” GUNAWAN,4,4 bulan lalu,Buat yang berlibur pastinya kurang afdol bila melewati tempat yang satu ini sebagai salah satu icon KWB (kota wisata batu) Apa lagi mampirnya pas senja sambil berburu asupan tapi tak lupa untuk mampir juga di Masjid Agung Kota Batu Saat ini lebih tertata dan rapi untuk penataan ruang kota Batu 😊😊😁👌👌😉  
WahanaGo,5,6 bulan lalu,"Tempat nongkrong murah meriah bagi keluarga. Udara cukup sejuk, pendatang ramai di akhir pekan, parkiran penuh.  "
Hany Puspita,4,3 bulan lalu,"Lingkungan bersih Tidak ada penjual di dalam alun-alun, jadi nyaman utk sekedar duduk santai Semoga kedepannya semakin baik Nyaman Toilet free tapi jadi tidak ada sabun utk cuci tangan , jadi kurang nyaman Menurut saya mending bayar tapi toilet bersih dan nyaman  "
Ardi Ubaidy,5,seminggu lalu,BARU  
Yosi Ardiansyah,5,sebulan lalu,Tempat nya bersih dan nyaman cocok untuk semua kalangan apa lagi untuk anak anak sangat cocok karna cukup bayar parkir saja  
Riz Chs,5,7 bulan lalu,"Tempat parkir untuk mobil cukup banyak, bayar parkir nya 10rb. Di sekitar alun-alun ini juga banyak tempat warung makan untuk kulineran. Dalam alun-alun banyak wahana permainan, jadi cocok untuk anak anak. Tempatnya juga luas dan ada toilet gratis yang bersih.  "
Putri Rny,5,4 bulan lalu,habis main pulangnya mampir alun² batu cuma untuk beli bunga☺️😍 …  
arif rahman pradana,5,5 bulan lalu,"Alun alun dengan fasilitas publik yang bagus dan terawat. Masyarakat bisa kesini gak hanya untuk duduk santai2 aja, tapi anak2 kecil bisa bermain air dan playground. Di sekitaran alun2 juga banyak penjual makanan, jadi enak sembari nongkrong juga bisa menikmati kuliner khas Batu Ada playground dan mainan air untuk anak2 (air mancur) Toiletnya bersih, airnya bersih"
Nur Aisyah Ari Yusuf,3,5 bulan lalu,"Untuk jajan banyak pilihan, beli bunga juga ok, untuk nongkrong aja bolehlah.  "
SMA TRENSAINS TEBUIRENG,5,6 bulan lalu,"Alun alun paling lengkap, ya fasilitasnya, ya jajanannya, ya tempat sholatnya. Apalagi Masjid nya yang luar biasa nyaman, dengan tempat wudhu yang luas pake banget, toilet yang bersih. + Disediakan pula tempat peminjaman sarung. Eitts.. jajanannya juga luar biasa buanyakkk wkwkw mau yang gurih, manis, asin ada semuaaaaaa. Sayang sekaliii biang lala nya lagi tidak beroperasi.  "
Fadhilah Mahsunatul Fajri,5,2 bulan lalu,"bisa buat nyantai atau pun sekedar beli jajan terus pulang.. jajannya enak"" soal nya apalagi crepes cakfu udah langganan bgt dari dulu ada taman bermainnya tapi tetep dalam pengawasan ortu yaa ada toilet cewek & pria"
Pondra Wijayanto,5,sebulan lalu,"Tempat Rekreasi Gratis, Lumayan Bersih dan Cukup Ramai pas Liburan panjang  "
Nur Muflikhah,5,sebulan lalu,"Tmptnya enak, bersih, cocok buat jogging, tp uda ga se-rame dulu  "
Narendra Arsyaka,5,2 bulan lalu,"𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐥𝐚𝐡 𝐒𝐞𝐤𝐢𝐚𝐧 𝐥𝐚𝐦𝐚 𝐠𝐤 𝐩𝐞𝐫𝐧𝐚𝐡 𝐤𝐞𝐬𝐚𝐧𝐚, 𝐒𝐮𝐝𝐚𝐡 𝐒𝐚𝐦𝐩𝐚𝐢 𝐒𝐚𝐧𝐚 𝐋𝐮𝐩𝐚 𝐉𝐚𝐥𝐚𝐧 𝐏𝐮𝐥𝐚𝐧𝐠.... 🤭🤭🤭 …  "
Mas Falaq,5,setahun lalu,"Dari masih kecil juga sudah sering ke sini, karena memang lokasi nya di dataran tinggi jadi ya sejuk meskipun di siang hari yang panas. Area hijau yang bebas asap rokok, ramah anak, namun masih saja ada yang buang sampah sembarang an, padahal sudah banyak disediakan tempat sampah. Di Pinggir alun alun batu ini banyak terdapat warung makanan dan minuman.  1 "
Merina Wati,5,4 hari lalu,"BARU Tempatnya luas, banyak penjualan makanan disekitar alun2 Batu, kalau musim liburan atau weekend rame banget, ada banyak makanan dan jajanan khas Jawa Timur, Susu Murni KUD Batu dan yg lalu nyoba sate kambing Rumah Makan Cairo depannya Alun2 enak tidak berbau dan tidak alot mantap 👍 …  "
JERAT - Jaringan rakyat anti tukang parkir ilegal,2,sebulan lalu,Banyak pengamen dan parkir²nya juga berbayar. Apa itu sudah peraturannya kalau parkir di alun2 barus berbayar?  
MiyXD,3,5 bulan lalu,"Nyaman, banyak tempat duduk, Toilet gratis, tapi ini kenapa wahana² nya jarang banget saya lihat aktif? Tolong diperbaiki secepatnya. Untuk anak² sangat nyaman Gratis dan nyaman"
Suryadi Lipan,5,3 minggu lalu,"BARU Tempatnya nyaman, bagus, cocok untuk keluarga Bagus bersih"
